date,city,precipitation,day_of_year,average,precipitation_or_average,year,month,month_no,month_and_year,season
2018-11-20,Seattle,0.0,324,0.16599999999999998,0.0,2018,November,11,November 2018,Fall
2018-11-21,Seattle,0.02,325,0.012,0.02,2018,November,11,November 2018,Fall
2018-11-22,Seattle,0.38,326,0.078,0.38,2018,November,11,November 2018,Fall
2018-11-23,Seattle,0.85,327,0.256,0.85,2018,November,11,November 2018,Fall
2018-11-24,Seattle,0.35,328,0.11599999999999999,0.35,2018,November,11,November 2018,Fall
2018-11-25,Seattle,0.01,329,0.066,0.01,2018,November,11,November 2018,Fall
2018-11-26,Seattle,0.0,330,0.244,0.0,2018,November,11,November 2018,Fall
2018-11-27,Seattle,0.36,331,0.146,0.36,2018,November,11,November 2018,Fall
2018-11-28,Seattle,0.4,332,0.156,0.4,2018,November,11,November 2018,Fall
2018-11-29,Seattle,0.2,333,0.06999999999999999,0.2,2018,November,11,November 2018,Fall
2018-11-30,Seattle,0.23,334,0.05800000000000001,0.23,2018,November,11,November 2018,Fall
2018-12-01,Seattle,0.77,335,0.44800000000000006,0.77,2018,December,12,December 2018,Fall
2018-12-02,Seattle,0.27,336,0.122,0.27,2018,December,12,December 2018,Fall
2018-12-03,Seattle,0.02,337,0.016,0.02,2018,December,12,December 2018,Fall
2018-12-04,Seattle,0.0,338,0.012,0.0,2018,December,12,December 2018,Fall
2018-12-05,Seattle,0.0,339,0.008,0.0,2018,December,12,December 2018,Fall
2018-12-06,Seattle,0.0,340,0.012,0.0,2018,December,12,December 2018,Fall
2018-12-07,Seattle,0.0,341,0.29200000000000004,0.0,2018,December,12,December 2018,Fall
2018-12-08,Seattle,0.12,342,0.096,0.12,2018,December,12,December 2018,Fall
2018-12-09,Seattle,0.0,343,0.186,0.0,2018,December,12,December 2018,Fall
2018-12-10,Seattle,0.36,344,0.20400000000000001,0.36,2018,December,12,December 2018,Fall
2018-12-11,Seattle,0.03,345,0.178,0.03,2018,December,12,December 2018,Fall
2018-12-12,Seattle,0.52,346,0.366,0.52,2018,December,12,December 2018,Fall
2018-12-13,Seattle,0.0,347,0.40800000000000003,0.0,2018,December,12,December 2018,Fall
2018-12-14,Seattle,0.0,348,0.192,0.0,2018,December,12,December 2018,Fall
2018-12-15,Seattle,0.15,349,0.16399999999999998,0.15,2018,December,12,December 2018,Fall
2018-12-16,Seattle,0.01,350,0.054000000000000006,0.01,2018,December,12,December 2018,Fall
2018-12-17,Seattle,0.37,351,0.1,0.37,2018,December,12,December 2018,Fall
2018-12-18,Seattle,0.67,352,0.248,0.67,2018,December,12,December 2018,Fall
2018-12-19,Seattle,0.92,353,0.414,0.92,2018,December,12,December 2018,Fall
2018-12-20,Seattle,0.0,354,0.434,0.0,2018,December,12,December 2018,Winter
2018-12-21,Seattle,0.46,355,0.41200000000000003,0.46,2018,December,12,December 2018,Winter
2018-12-22,Seattle,0.0,356,0.372,0.0,2018,December,12,December 2018,Winter
2018-12-23,Seattle,0.18,357,0.41,0.18,2018,December,12,December 2018,Winter
2018-12-24,Seattle,0.57,358,0.20400000000000001,0.57,2018,December,12,December 2018,Winter
2018-12-25,Seattle,0.15,359,0.258,0.15,2018,December,12,December 2018,Winter
2018-12-26,Seattle,0.0,360,0.064,0.0,2018,December,12,December 2018,Winter
2018-12-27,Seattle,0.29,361,0.6839999999999999,0.29,2018,December,12,December 2018,Winter
2018-12-28,Seattle,0.01,362,0.33399999999999996,0.01,2018,December,12,December 2018,Winter
2018-12-29,Seattle,0.0,363,0.076,0.0,2018,December,12,December 2018,Winter
2018-12-30,Seattle,0.19,364,0.11800000000000002,0.19,2018,December,12,December 2018,Winter
2018-12-31,Seattle,0.05,365,0.198,0.05,2018,December,12,December 2018,Winter
2019-01-01,Seattle,0.0,1,0.128,0.0,2019,January,1,January 2019,Winter
2019-01-02,Seattle,0.0,2,0.084,0.0,2019,January,1,January 2019,Winter
2019-01-03,Seattle,0.0,3,0.242,0.0,2019,January,1,January 2019,Winter
2019-01-04,Seattle,0.02,4,0.438,0.02,2019,January,1,January 2019,Winter
2019-01-05,Seattle,0.0,5,0.312,0.0,2019,January,1,January 2019,Winter
2019-01-06,Seattle,0.36,6,0.32599999999999996,0.36,2019,January,1,January 2019,Winter
2019-01-07,Seattle,0.27,7,0.18,0.27,2019,January,1,January 2019,Winter
2019-01-08,Seattle,0.25,8,0.21200000000000002,0.25,2019,January,1,January 2019,Winter
2019-01-09,Seattle,0.0,9,0.20800000000000002,0.0,2019,January,1,January 2019,Winter
2019-01-10,Seattle,0.28,10,0.162,0.28,2019,January,1,January 2019,Winter
2019-01-11,Seattle,0.01,11,0.186,0.01,2019,January,1,January 2019,Winter
2019-01-12,Seattle,0.0,12,0.26,0.0,2019,January,1,January 2019,Winter
2019-01-13,Seattle,0.02,13,0.276,0.02,2019,January,1,January 2019,Winter
2019-01-14,Seattle,0.0,14,0.148,0.0,2019,January,1,January 2019,Winter
2019-01-15,Seattle,0.0,15,0.008,0.0,2019,January,1,January 2019,Winter
2019-01-16,Seattle,0.0,16,0.21400000000000002,0.0,2019,January,1,January 2019,Winter
2019-01-17,Seattle,0.12,17,0.04,0.12,2019,January,1,January 2019,Winter
2019-01-18,Seattle,0.1,18,0.194,0.1,2019,January,1,January 2019,Winter
2019-01-19,Seattle,0.78,19,0.262,0.78,2019,January,1,January 2019,Winter
2019-01-20,Seattle,0.65,20,0.256,0.65,2019,January,1,January 2019,Winter
2019-01-21,Seattle,0.43,21,0.202,0.43,2019,January,1,January 2019,Winter
2019-01-22,Seattle,0.02,22,0.096,0.02,2019,January,1,January 2019,Winter
2019-01-23,Seattle,0.11,23,0.03,0.11,2019,January,1,January 2019,Winter
2019-01-24,Seattle,0.02,24,0.22400000000000003,0.02,2019,January,1,January 2019,Winter
2019-01-25,Seattle,0.0,25,0.156,0.0,2019,January,1,January 2019,Winter
2019-01-26,Seattle,0.0,26,0.21400000000000002,0.0,2019,January,1,January 2019,Winter
2019-01-27,Seattle,0.0,27,0.10200000000000001,0.0,2019,January,1,January 2019,Winter
2019-01-28,Seattle,0.0,28,0.286,0.0,2019,January,1,January 2019,Winter
2019-01-29,Seattle,0.0,29,0.146,0.0,2019,January,1,January 2019,Winter
2019-01-30,Seattle,0.0,30,0.248,0.0,2019,January,1,January 2019,Winter
2019-01-31,Seattle,0.0,31,0.10400000000000001,0.0,2019,January,1,January 2019,Winter
2019-02-01,Seattle,0.02,32,0.08199999999999999,0.02,2019,February,2,February 2019,Winter
2019-02-02,Seattle,0.16,33,0.16,0.16,2019,February,2,February 2019,Winter
2019-02-03,Seattle,0.52,34,0.34,0.52,2019,February,2,February 2019,Winter
2019-02-04,Seattle,0.32,35,0.064,0.32,2019,February,2,February 2019,Winter
2019-02-05,Seattle,0.23,36,0.08,0.23,2019,February,2,February 2019,Winter
2019-02-06,Seattle,0.1,37,0.05,0.1,2019,February,2,February 2019,Winter
2019-02-07,Seattle,0.0,38,0.01,0.0,2019,February,2,February 2019,Winter
2019-02-08,Seattle,0.0,39,0.0625,0.0,2019,February,2,February 2019,Winter
2019-02-09,Seattle,0.77,40,0.2425,0.77,2019,February,2,February 2019,Winter
2019-02-10,Seattle,0.03,41,0.006,0.03,2019,February,2,February 2019,Winter
2019-02-11,Seattle,0.17,42,0.034,0.17,2019,February,2,February 2019,Winter
2019-02-12,Seattle,0.07,43,0.11600000000000002,0.07,2019,February,2,February 2019,Winter
2019-02-13,Seattle,0.42,44,0.23399999999999999,0.42,2019,February,2,February 2019,Winter
2019-02-14,Seattle,0.24,45,0.152,0.24,2019,February,2,February 2019,Winter
2019-02-15,Seattle,0.33,46,0.198,0.33,2019,February,2,February 2019,Winter
2019-02-16,Seattle,0.41,47,0.282,0.41,2019,February,2,February 2019,Winter
2019-02-17,Seattle,0.33,48,0.1,0.33,2019,February,2,February 2019,Winter
2019-02-18,Seattle,0.0,49,0.038,0.0,2019,February,2,February 2019,Winter
2019-02-19,Seattle,0.0,50,0.16999999999999998,0.0,2019,February,2,February 2019,Winter
2019-02-20,Seattle,0.29,51,0.126,0.29,2019,February,2,February 2019,Winter
2019-02-21,Seattle,0.3,52,0.164,0.3,2019,February,2,February 2019,Winter
2019-02-22,Seattle,0.06,53,0.134,0.06,2019,February,2,February 2019,Winter
2019-02-23,Seattle,0.21,54,0.086,0.21,2019,February,2,February 2019,Winter
2019-02-24,Seattle,1.25,55,0.32599999999999996,1.25,2019,February,2,February 2019,Winter
2019-02-25,Seattle,2.33,56,0.532,2.33,2019,February,2,February 2019,Winter
2019-02-26,Seattle,0.71,57,0.33199999999999996,0.71,2019,February,2,February 2019,Winter
2019-02-27,Seattle,0.39,58,0.132,0.39,2019,February,2,February 2019,Winter
2019-02-28,Seattle,0.05,59,0.046,0.05,2019,February,2,February 2019,Winter
2019-03-01,Seattle,0.0,60,0.164,0.0,2019,March,3,March 2019,Winter
2019-03-02,Seattle,0.0,61,0.22999999999999998,0.0,2019,March,3,March 2019,Winter
2019-03-03,Seattle,0.0,62,0.17200000000000001,0.0,2019,March,3,March 2019,Winter
2019-03-04,Seattle,0.0,63,0.02,0.0,2019,March,3,March 2019,Winter
2019-03-05,Seattle,0.0,64,0.014000000000000002,0.0,2019,March,3,March 2019,Winter
2019-03-06,Seattle,0.07,65,0.202,0.07,2019,March,3,March 2019,Winter
2019-03-07,Seattle,0.44,66,0.096,0.44,2019,March,3,March 2019,Winter
2019-03-08,Seattle,0.05,67,0.10800000000000001,0.05,2019,March,3,March 2019,Winter
2019-03-09,Seattle,0.06,68,0.186,0.06,2019,March,3,March 2019,Winter
2019-03-10,Seattle,0.0,69,0.08,0.0,2019,March,3,March 2019,Winter
2019-03-11,Seattle,0.0,70,0.004,0.0,2019,March,3,March 2019,Winter
2019-03-12,Seattle,0.3,71,0.06,0.3,2019,March,3,March 2019,Winter
2019-03-13,Seattle,0.22,72,0.158,0.22,2019,March,3,March 2019,Winter
2019-03-14,Seattle,0.0,73,0.136,0.0,2019,March,3,March 2019,Winter
2019-03-15,Seattle,0.0,74,0.27599999999999997,0.0,2019,March,3,March 2019,Winter
2019-03-16,Seattle,0.0,75,0.152,0.0,2019,March,3,March 2019,Winter
2019-03-17,Seattle,0.0,76,0.0,0.0,2019,March,3,March 2019,Winter
2019-03-18,Seattle,0.0,77,0.022,0.0,2019,March,3,March 2019,Winter
2019-03-19,Seattle,0.0,78,0.034,0.0,2019,March,3,March 2019,Winter
2019-03-20,Seattle,0.0,79,0.036000000000000004,0.0,2019,March,3,March 2019,Winter
2019-03-21,Seattle,0.0,80,0.032,0.0,2019,March,3,March 2019,Winter
2019-03-22,Seattle,0.0,81,0.23200000000000004,0.0,2019,March,3,March 2019,Spring
2019-03-23,Seattle,0.17,82,0.23199999999999998,0.17,2019,March,3,March 2019,Spring
2019-03-24,Seattle,0.06,83,0.176,0.06,2019,March,3,March 2019,Spring
2019-03-25,Seattle,0.0,84,0.076,0.0,2019,March,3,March 2019,Spring
2019-03-26,Seattle,0.28,85,0.148,0.28,2019,March,3,March 2019,Spring
2019-03-27,Seattle,0.0,86,0.006,0.0,2019,March,3,March 2019,Spring
2019-03-28,Seattle,0.14,87,0.028000000000000004,0.14,2019,March,3,March 2019,Spring
2019-03-29,Seattle,0.08,88,0.078,0.08,2019,March,3,March 2019,Spring
2019-03-30,Seattle,0.01,89,0.046,0.01,2019,March,3,March 2019,Spring
2019-03-31,Seattle,0.0,90,0.064,0.0,2019,March,3,March 2019,Spring
2019-04-01,Seattle,0.03,91,0.24,0.03,2019,April,4,April 2019,Spring
2019-04-02,Seattle,0.78,92,0.23399999999999999,0.78,2019,April,4,April 2019,Spring
2019-04-03,Seattle,0.14,93,0.1,0.14,2019,April,4,April 2019,Spring
2019-04-04,Seattle,0.14,94,0.166,0.14,2019,April,4,April 2019,Spring
2019-04-05,Seattle,0.55,95,0.238,0.55,2019,April,4,April 2019,Spring
2019-04-06,Seattle,0.44,96,0.242,0.44,2019,April,4,April 2019,Spring
2019-04-07,Seattle,1.0,97,0.298,1.0,2019,April,4,April 2019,Spring
2019-04-08,Seattle,1.72,98,0.61,1.72,2019,April,4,April 2019,Spring
2019-04-09,Seattle,0.86,99,0.25,0.86,2019,April,4,April 2019,Spring
2019-04-10,Seattle,0.17,100,0.088,0.17,2019,April,4,April 2019,Spring
2019-04-11,Seattle,0.24,101,0.22799999999999998,0.24,2019,April,4,April 2019,Spring
2019-04-12,Seattle,0.55,102,0.242,0.55,2019,April,4,April 2019,Spring
2019-04-13,Seattle,0.02,103,0.198,0.02,2019,April,4,April 2019,Spring
2019-04-14,Seattle,0.29,104,0.10600000000000001,0.29,2019,April,4,April 2019,Spring
2019-04-15,Seattle,0.02,105,0.016,0.02,2019,April,4,April 2019,Spring
2019-04-16,Seattle,0.29,106,0.166,0.29,2019,April,4,April 2019,Spring
2019-04-17,Seattle,0.01,107,0.12000000000000002,0.01,2019,April,4,April 2019,Spring
2019-04-18,Seattle,0.0,108,0.016,0.0,2019,April,4,April 2019,Spring
2019-04-19,Seattle,0.0,109,0.036000000000000004,0.0,2019,April,4,April 2019,Spring
2019-04-20,Seattle,0.29,110,0.122,0.29,2019,April,4,April 2019,Spring
2019-04-21,Seattle,0.02,111,0.074,0.02,2019,April,4,April 2019,Spring
2019-04-22,Seattle,0.0,112,0.004,0.0,2019,April,4,April 2019,Spring
2019-04-23,Seattle,0.02,113,0.026000000000000002,0.02,2019,April,4,April 2019,Spring
2019-04-24,Seattle,0.0,114,0.092,0.0,2019,April,4,April 2019,Spring
2019-04-25,Seattle,0.0,115,0.06999999999999999,0.0,2019,April,4,April 2019,Spring
2019-04-26,Seattle,0.0,116,0.06999999999999999,0.0,2019,April,4,April 2019,Spring
2019-04-27,Seattle,0.0,117,0.074,0.0,2019,April,4,April 2019,Spring
2019-04-28,Seattle,0.0,118,0.122,0.0,2019,April,4,April 2019,Spring
2019-04-29,Seattle,0.0,119,0.11400000000000002,0.0,2019,April,4,April 2019,Spring
2019-04-30,Seattle,0.0,120,0.176,0.0,2019,April,4,April 2019,Spring
2019-05-01,Seattle,0.0,121,0.238,0.0,2019,May,5,May 2019,Spring
2019-05-02,Seattle,0.0,122,0.074,0.0,2019,May,5,May 2019,Spring
2019-05-03,Seattle,0.0,123,0.06,0.0,2019,May,5,May 2019,Spring
2019-05-04,Seattle,0.0,124,0.092,0.0,2019,May,5,May 2019,Spring
2019-05-05,Seattle,0.0,125,0.041999999999999996,0.0,2019,May,5,May 2019,Spring
2019-05-06,Seattle,,126,0.3075,0.3075,2019,May,5,May 2019,Spring
2019-05-07,Seattle,0.0,127,0.13199999999999998,0.0,2019,May,5,May 2019,Spring
2019-05-08,Seattle,0.0,128,0.046,0.0,2019,May,5,May 2019,Spring
2019-05-09,Seattle,0.0,129,0.162,0.0,2019,May,5,May 2019,Spring
2019-05-10,Seattle,0.0,130,0.008,0.0,2019,May,5,May 2019,Spring
2019-05-11,Seattle,0.0,131,0.0,0.0,2019,May,5,May 2019,Spring
2019-05-12,Seattle,0.0,132,0.02,0.0,2019,May,5,May 2019,Spring
2019-05-13,Seattle,0.0,133,0.16199999999999998,0.0,2019,May,5,May 2019,Spring
2019-05-14,Seattle,0.0,134,0.188,0.0,2019,May,5,May 2019,Spring
2019-05-15,Seattle,0.14,135,0.154,0.14,2019,May,5,May 2019,Spring
2019-05-16,Seattle,0.27,136,0.10800000000000001,0.27,2019,May,5,May 2019,Spring
2019-05-17,Seattle,0.23,137,0.046,0.23,2019,May,5,May 2019,Spring
2019-05-18,Seattle,0.05,138,0.074,0.05,2019,May,5,May 2019,Spring
2019-05-19,Seattle,0.58,139,0.22000000000000003,0.58,2019,May,5,May 2019,Spring
2019-05-20,Seattle,0.01,140,0.076,0.01,2019,May,5,May 2019,Spring
2019-05-21,Seattle,0.13,141,0.09,0.13,2019,May,5,May 2019,Spring
2019-05-22,Seattle,0.09,142,0.019999999999999997,0.09,2019,May,5,May 2019,Spring
2019-05-23,Seattle,0.0,143,0.024,0.0,2019,May,5,May 2019,Spring
2019-05-24,Seattle,0.0,144,0.0,0.0,2019,May,5,May 2019,Spring
2019-05-25,Seattle,0.02,145,0.076,0.02,2019,May,5,May 2019,Spring
2019-05-26,Seattle,0.58,146,0.148,0.58,2019,May,5,May 2019,Spring
2019-05-27,Seattle,0.02,147,0.014000000000000002,0.02,2019,May,5,May 2019,Spring
2019-05-28,Seattle,0.0,148,0.028000000000000004,0.0,2019,May,5,May 2019,Spring
2019-05-29,Seattle,0.0,149,0.20400000000000001,0.0,2019,May,5,May 2019,Spring
2019-05-30,Seattle,0.0,150,0.004,0.0,2019,May,5,May 2019,Spring
2019-05-31,Seattle,0.0,151,0.04,0.0,2019,May,5,May 2019,Spring
2019-06-01,Seattle,0.0,152,0.11600000000000002,0.0,2019,June,6,June 2019,Spring
2019-06-02,Seattle,0.0,153,0.0,0.0,2019,June,6,June 2019,Spring
2019-06-03,Seattle,0.0,154,0.0,0.0,2019,June,6,June 2019,Spring
2019-06-04,Seattle,0.0,155,0.036,0.0,2019,June,6,June 2019,Spring
2019-06-05,Seattle,0.0,156,0.098,0.0,2019,June,6,June 2019,Spring
2019-06-06,Seattle,0.0,157,0.038,0.0,2019,June,6,June 2019,Spring
2019-06-07,Seattle,0.03,158,0.006,0.03,2019,June,6,June 2019,Spring
2019-06-08,Seattle,0.03,159,0.07,0.03,2019,June,6,June 2019,Spring
2019-06-09,Seattle,0.0,160,0.382,0.0,2019,June,6,June 2019,Spring
2019-06-10,Seattle,0.0,161,0.316,0.0,2019,June,6,June 2019,Spring
2019-06-11,Seattle,0.0,162,0.20400000000000001,0.0,2019,June,6,June 2019,Spring
2019-06-12,Seattle,0.0,163,0.10800000000000001,0.0,2019,June,6,June 2019,Spring
2019-06-13,Seattle,0.0,164,0.186,0.0,2019,June,6,June 2019,Spring
2019-06-14,Seattle,0.0,165,0.134,0.0,2019,June,6,June 2019,Spring
2019-06-15,Seattle,0.0,166,0.05600000000000001,0.0,2019,June,6,June 2019,Spring
2019-06-16,Seattle,0.0,167,0.074,0.0,2019,June,6,June 2019,Spring
2019-06-17,Seattle,0.0,168,0.158,0.0,2019,June,6,June 2019,Spring
2019-06-18,Seattle,0.0,169,0.126,0.0,2019,June,6,June 2019,Spring
2019-06-19,Seattle,0.0,170,0.054000000000000006,0.0,2019,June,6,June 2019,Spring
2019-06-20,Seattle,0.0,171,0.002,0.0,2019,June,6,June 2019,Spring
2019-06-21,Seattle,0.02,172,0.004,0.02,2019,June,6,June 2019,Summer
2019-06-22,Seattle,0.0,173,0.01,0.0,2019,June,6,June 2019,Summer
2019-06-23,Seattle,0.0,174,0.0,0.0,2019,June,6,June 2019,Summer
2019-06-24,Seattle,0.0,175,0.0,0.0,2019,June,6,June 2019,Summer
2019-06-25,Seattle,0.0,176,0.0,0.0,2019,June,6,June 2019,Summer
2019-06-26,Seattle,0.0,177,0.0,0.0,2019,June,6,June 2019,Summer
2019-06-27,Seattle,0.1,178,0.02,0.1,2019,June,6,June 2019,Summer
2019-06-28,Seattle,0.19,179,0.038,0.19,2019,June,6,June 2019,Summer
2019-06-29,Seattle,0.0,180,0.0,0.0,2019,June,6,June 2019,Summer
2019-06-30,Seattle,0.0,181,0.002,0.0,2019,June,6,June 2019,Summer
2019-07-01,Seattle,0.0,182,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-02,Seattle,0.0,183,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-03,Seattle,0.0,184,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-04,Seattle,,185,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-05,Seattle,,186,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-06,Seattle,,187,0.0175,0.0175,2019,July,7,July 2019,Summer
2019-07-07,Seattle,,188,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-08,Seattle,0.0,189,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-09,Seattle,0.0,190,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-10,Seattle,0.02,191,0.004,0.02,2019,July,7,July 2019,Summer
2019-07-11,Seattle,0.0,192,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-12,Seattle,0.0,193,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-13,Seattle,0.0,194,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-14,Seattle,0.0,195,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-15,Seattle,0.0,196,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-16,Seattle,0.01,197,0.002,0.01,2019,July,7,July 2019,Summer
2019-07-17,Seattle,0.02,198,0.004,0.02,2019,July,7,July 2019,Summer
2019-07-18,Seattle,0.06,199,0.012,0.06,2019,July,7,July 2019,Summer
2019-07-19,Seattle,0.01,200,0.002,0.01,2019,July,7,July 2019,Summer
2019-07-20,Seattle,0.0,201,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-21,Seattle,0.0,202,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-22,Seattle,0.0,203,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-23,Seattle,0.0,204,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-24,Seattle,0.0,205,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-25,Seattle,0.0,206,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-26,Seattle,0.0,207,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-27,Seattle,0.0,208,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-28,Seattle,0.0,209,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-29,Seattle,0.0,210,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-30,Seattle,0.0,211,0.0,0.0,2019,July,7,July 2019,Summer
2019-07-31,Seattle,0.0,212,0.0,0.0,2019,July,7,July 2019,Summer
2019-08-01,Seattle,0.0,213,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-02,Seattle,0.0,214,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-03,Seattle,0.0,215,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-04,Seattle,0.0,216,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-05,Seattle,0.0,217,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-06,Seattle,0.0,218,0.004,0.0,2019,August,8,August 2019,Summer
2019-08-07,Seattle,0.0,219,0.004,0.0,2019,August,8,August 2019,Summer
2019-08-08,Seattle,0.0,220,0.026000000000000002,0.0,2019,August,8,August 2019,Summer
2019-08-09,Seattle,0.02,221,0.004,0.02,2019,August,8,August 2019,Summer
2019-08-10,Seattle,0.02,222,0.004,0.02,2019,August,8,August 2019,Summer
2019-08-11,Seattle,0.03,223,0.006,0.03,2019,August,8,August 2019,Summer
2019-08-12,Seattle,0.0,224,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-13,Seattle,0.0,225,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-14,Seattle,0.0,226,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-15,Seattle,0.0,227,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-16,Seattle,0.0,228,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-17,Seattle,0.0,229,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-18,Seattle,0.0,230,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-19,Seattle,0.0,231,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-20,Seattle,0.0,232,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-21,Seattle,0.0,233,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-22,Seattle,0.3,234,0.06,0.3,2019,August,8,August 2019,Summer
2019-08-23,Seattle,0.0,235,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-24,Seattle,0.0,236,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-25,Seattle,0.0,237,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-26,Seattle,0.0,238,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-27,Seattle,0.0,239,0.01,0.0,2019,August,8,August 2019,Summer
2019-08-28,Seattle,0.0,240,0.0,0.0,2019,August,8,August 2019,Summer
2019-08-29,Seattle,0.04,241,0.008,0.04,2019,August,8,August 2019,Summer
2019-08-30,Seattle,0.03,242,0.0075,0.03,2019,August,8,August 2019,Summer
2019-08-31,Seattle,0.0,243,0.01,0.0,2019,August,8,August 2019,Summer
2019-09-01,Seattle,0.0,244,0.0,0.0,2019,September,9,September 2019,Summer
2019-09-02,Seattle,,245,0.0,0.0,2019,September,9,September 2019,Summer
2019-09-03,Seattle,0.0,246,0.0,0.0,2019,September,9,September 2019,Summer
2019-09-04,Seattle,0.0,247,0.0,0.0,2019,September,9,September 2019,Summer
2019-09-05,Seattle,0.0,248,0.0,0.0,2019,September,9,September 2019,Summer
2019-09-06,Seattle,0.08,249,0.016,0.08,2019,September,9,September 2019,Summer
2019-09-07,Seattle,0.0,250,0.0,0.0,2019,September,9,September 2019,Summer
2019-09-08,Seattle,0.2,251,0.04,0.2,2019,September,9,September 2019,Summer
2019-09-09,Seattle,0.58,252,0.11599999999999999,0.58,2019,September,9,September 2019,Summer
2019-09-10,Seattle,0.32,253,0.064,0.32,2019,September,9,September 2019,Summer
2019-09-11,Seattle,0.59,254,0.126,0.59,2019,September,9,September 2019,Summer
2019-09-12,Seattle,0.0,255,0.01,0.0,2019,September,9,September 2019,Summer
